name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
eca,eu can aid,0,not_specified,0,0,0,0,0,0,BE-BCE_KBO-0408299229,0,0,0,BE,0,0,0,0,21,0,notspecified,active,0
medair,Medair,0,quarterly,0,0,0,"Chemin du Croset 9, 1024 Ecublens, Switzerland",0,0,CH-FDJP-106064950,0,0,0,CH,0,0,0,0,21,0,odc-pddl,active,0
nef_usa,Near East Foundation (NEF USA),0,not_specified,0,0,0,"Near East Foundation (NEF)
110 West Fayette Street, Suite 710
Syracuse, NY 13202, USA",0,0,US-EIN-13-1624114,0,0,0,US,0,0,0,0,21,0,notspecified,active,0
amrefnl,Amref Flying Doctors,0,not_specified,0,0,0,0,http://www.amref.nl,0,NL-KVK-41150298,0,0,0,NL,0,0,0,0,22,0,notspecified,active,0
pai,Public Administration International Limited,n/a,quarterly,n/a,n/a,We publish the fields mandated by DFID - a complete list is available from DFID here:- https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/697313/DFID-IATI-Guidelines-Policy.pdf ,"56 Russell Square, London, WC1B 4HP",https://public-admin.co.uk/wp-content/uploads/2018/09/PAI-logo-white.png,0,GB-COH-02687571,"Data will be published at the project level, which we define by contract. A single contract will be considered a single unit of aid.",We publish the records mandated by DFID - a complete list is available from DFID here:- https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/697313/DFID-IATI-Guidelines-Policy.pdf ,n/a,GB,0,n/a,0,n/a,70,n/a,cc-by,active,Data for the preceding quarter is published in the subsequent quarter.
inasp,International Network for the Availability of Scientific Publications,0,not_specified,0,0,0,"2/3 Cambridge Terrace
Oxford
OX1 1RR
UK",0,0,GB-CHC-1106349,0,0,0,GB,"INASP is an international development charity working with a global network of partners in Africa, Latin America and Asia. In line with our vision of research and knowledge at the heart of development, we work to support individuals and institutions to produce, share and use research and knowledge, which can transform lives.",0,0,0,21,0,notspecified,active,0
afemena,Arab foundation for freedoms and equality,0,not_specified,0,0,0,"Sioufi street
Abdallah hanna building 
Ashrafieh, Beirut 
POBOX:16 7043 
",0,0,LB-MOI-18291,0,0,0,LB,0,0,0,0,23,0,notspecified,active,0
aqua4all,Aqua for All,0,monthly,https://github.com/akvo/akvo-product-design/blob/bcb3ca8774036f2e9589ccf51c642dc380500bd5/RSR/Features/18-IATIExport/FunctionalDesign/IATIExportMappings.md,0,"Only current Akvo RSR fields are published, further determination of exclusions will be researched as more IATI data fields are incorporated into the publication.","info@aquaforall.org
+31 (0) 70 7200 870
Spaarneplein 2
2515 VK Den Haag
Netherlands
",http://aquaforall.org/wp-content/uploads/2014/09/image24.png,0,NL-KVK-27248417,0,0,0,NL,"Aqua for All acts as a matchmaker to establish sustainable partnerships between Dutch water partners and Dutch NGOs (together with their local partners).

Aqua for All supports both small scale and large scale projects aiming at improved access to safe drinking water and/or improved adequate sanitation facilities. And with a focus on rural and peri-urban water and sanitation projects in undisclosed or unpiped areas with no household connections or sewerage and/or controlled wastewater discharge/treatment.",0,0,0,60,All information is published in a single file.,notspecified,active,"Information is provided directly from the Akvo RSR Database. This is maintained regularly by Aqua for All staff, and will be reviewed on an ongoing basis. Data is normally updated within RSR within several months of being captured internally."
acf,Action Against Hunger UK,0,quarterly,0,0,0,"For any enquiry about Action Against Hunger's work, please contact our team: 

By Telephone: +44 (0)20 8293 6190 (Mon-Fri, 9.30am-5.30pm)",0,0,GB-CHC-1047501,Project,0,0,GB,Action Against Hunger | ACF is an international humanitarian organisation committed to ending child hunger. Every day we work to save the lives of malnourished children while providing communities with sustainable access to safe water and long-term solutions to hunger.,0,0,0,21,0,cc-by,active,0
w4p,Water for People,0,not_specified,0,0,0,ITATIpublisher@waterforpeople.org,http://www.waterforpeople.org/,0,US-EIN-84-1166148,Programmes,0,0,US,0,0,0,0,21,"Yes, by region/district within country.",odc-pddl,active,0
avt-l,AVT-L Association of Victims of Terrorism Lebanon,0,not_specified,0,0,0,"4th street
Cornet Chehwan - Raboueh
Metn
Lebanon",0,0,LB-MOI-853,0,0,0,LB,0,0,0,0,22,0,odc-pddl,active,0
npa,Norwegian People's Aid,0,quarterly,0,0,0,"Stortorget 10  entrance Møllergata 4th. floor, 0155 OSLO, Norway
Telephone: +47 22 03 77 00 
Telefax 22 20 08 70",https://www.npaid.org/var/ezflow_site/storage/images/media/icons/logo_english_negativ_color_rgb/429575-1-eng-GB/Logo_english_negativ_color_RGB_logo.png,0,NO-BRC-871033552,Project,0,Verified and validated data ,NO,"Long-term development cooperation (international)
Landmine and explosives remanents clearance (international)
First aid and rescue services (in Norway)
Refuge, asylum and integration work (in Norway)",0,0,0,21,Per country,other-nc,active,As soon as the data is captured
who,World Health Organization,0,quarterly,http://www.who.int/about/finances-accountability/budget-portal/webportal_IATI.pdf?ua=1,"WHO has launched a new Programme Budget Web portal, displaying our financial data across our results structure with details on budget, financing and expenditures upto the output level. The portal is hosting also our IATI XML Files.",0,"Avenue Appia 20, 1211 Genève 27
Switzerland",http://who.int/sysmedia/media/resources/who-logo-en.jpg,0,XM-DAC-928,"Unit of aid (activitiy) is defined at the Output-level, which resides in the programmatic results structure of Categories and Programmes.",Detailed information contained in WHO's Information Disclosure Policy: http://www.who.int/suggestions/InfoDisclosurePolicy.pdf,"Organisation and Activity descriptions are extracted directly out of WHO's ERP and reflect what is published in our biennial programme budget. A process is in place to ensure completeness of results data and improvements in the accuracy of activity descriptions and coding. Financial information provided will always be provisional. Verified, audited financial data will be provided through our financial reports.",CH,"Our goal is to build a better, healthier future for people all over the world. Working through offices in more than 150 countries, WHO staff work side by side with governments and other partners to ensure the highest attainable level of health for all people.

Together we strive to combat diseases – infectious diseases like influenza and HIV and noncommunicable ones like cancer and heart disease. We help mothers and children survive and thrive so they can look forward to a healthy old age. We ensure the safety of the air people breathe, the food they eat, the water they drink – and the medicines and vaccines they need.",0,0,0,40,We publish a single organization file with the high-level figures as well as an invidual country file for each country where we provide aid.,cc-by,active,A quarterly snapshot of our data is published.
carebenintogo,CARE BENIN/TOGO,0,six_monthly,0,0,0,"CARE USA headquarters is located at 151 Ellis Street, NE, Atlanta, GA 30303. To contact our Constituent Services department, email us at info@care.org or call 1-800-422-7385.",0,0,BJ-IFU-5201000673108,0,0,0,US,The modification of the data must have the agreement of the author (CARE Benin / Togo),0,0,0,21,0,other-nc,active,0
hfhgb,Habitat for Humanity Great Britain,Data will be published on a quarterly basis.,not_specified,0,"This will not be available initally but will be considered a part of a wider systems upgrade.  However, HFHGB will continue to explore the possibility of utilsing open sources software for this purpose","Organisation -
Annual forward planning budget for funded institution 
Annual forward planning budget data for countries

HFHGB does not hold annual forward planning information for HFH Brazil, as it is a locally registered, independent NGO.  

Activity -
The following fields are either not relevant to HFHGB or data is not captured by HFHGB:

Other Activity Identifiers, Activity Title (recipient language), Activity Description (recipient language), Participating Organisation (extending), Participating Organisation (Accountable), Policy Makers, Collaboration Type, Default Finance Type, Default Tied Aid Status, Recipient Counter Budget Identifier, Financial Transaction (reimbursement), Financial Transaction (loan repayment), Related Activity, Condition attached, Text of conditions, and Results data.   
","
Habitat for Humanity Great Britain
10 the Grove
Slough SL1 1QP
Berkshire
United Kingdom",0,0,GB-CHC-1043641,An activity is defined at project level.,"HFHGB will disclose all information required to meet the minimum standards; however a small number of exclusions will apply to these in order not to do harm to Habitat for Humanity’s work, staff and implementing partners. These are based on the key principles of the UK’s Freedom of Information Act and are as follows:

Exemption criteria
i. International relations: Information that may harm HFH’s relations with other HFH entities and implementing organisation.
ii. Security and safety: Information that may pose a risk to the security or safety of any individual, including HFH staff, contractors and beneficiaries.
iii. Personal information: Information that intrudes on the privacy of a person or could contravene confidentiality.
iv. Commercially sensitive information: Information that does harm to HFH’s or partners or suppliers commercial interests.
v. Information that is exempt from disclosure under other policies or regulations

HFHGB will publish an exclusions policy on our website.
",Data will be verified by the Programme Officer,GB,0,Not applicable.,0,This is adequately covered by our exclusions policy.,21,One data file for one country,cc-by,active,Data is captured by the end of the month following quarter end.  Data will be published with 30 days following capture.
livelyminds,Lively Minds,0,quarterly,0,0,0,"Alison Naftalin, CEO, Lively Minds 1B Waterlow Road, London N19 5NJ  alison@livelyminds.org
",http://www.livelyminds.org/images/logo.png,0,GB-CHC-1125512,Activities are defined on a project level.,0,Verified by programme staff,GB,"We are improving the quality of life for deprived children and their families in rural Ghana and Uganda through creative early years development programmes that are run by the communities themselves. Our work enlivens minds and empowers communities to use their own skills and resources to change their children's lives, and their own, for the better. ",0,0,0,21,0,notspecified,active,One quarter in arrears.
damien-foundation,Damiaanactie / Action Damien,0,not_specified,0,0,0,"Leopold II-laan, 263  1081   Brussels  Belgium",0,0,BE-BCE_KBO-0406694670,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
jrf,Jordan River Foundation,0,annually,0,0,0,"36, Masoud Ben Saad Street, 
Amman-Jordan
+962 65933211",https://jrforgjo.sharepoint.com/sites/JRF-Dewan/SiteAssets/SitePages/JRF-Dewan/1593832395JRF%20LOGO.png,0,XM-OCHA-HPC3664,Projects ,0,Expenditure/disbursements published during the year will be subject to internal verification. Budgets may be subject to operational change.,JO,"Chaired by Her Majesty Queen Rania Al Abdullah, the Jordan River Foundation (JRF) is a non-profit, non-governmental organization established in 1995 with a focus on child safety and community empowerment.

Driven by values of social justice, impactful interventions to alleviate poverty, and socio-economic empowerment - focusing on women and youth, JRF implements various programs to achieve its mission of transforming Jordanian communities.

It has been a major player in Jordan’s social and economic development, bringing forth over 20 years of experience to local community empowerment and child safety. JRF has also been supporting homegrown solutions that engage Jordanians and help them address local challenges. Most importantly, JRF places the wellbeing of children at the center of its development initiatives
",0,0,0,22,0,odc-by,active,0
ada,Auto-Développement Afrique (ADA),0,annually,0,0,0,"Rue Jean-Baptiste Lepage, 45
1150 Bruxelles",0,0,BE-BCE_KBO-0408095925,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
magariro,Magariro,0,not_specified,0,0,0,0,0,0,MZ-MOJ-F2G1No4,0,0,0,MZ,0,0,0,0,22,0,other-pd,active,0
addinternational,ADD International (Action on Disability and Development),0,quarterly,0,Currently under consideration.,Under review,"ADD International, The Old Church School, Butts Hill, Frome, BA11 1HR, United Kingdom ",http://aidstream.org/uploads/image/ADD%20logo.gif,0,GB-COH-294860,"Activies are currently defined as either:

*  ADD country programme support to disabled people's organizations (DPOs);

*  Grants to strategic partners","Exclusions apply when:

* donor anonimity has been agreed

* the staff, work and assets of ADD International, its partners or beneficiaries might be put at risk

* data is commercially sensitive (e.g. tendering)

* data relates to organizational plans under development",Expenditure/disbursements published during the year will be subject to internal verification.  Budgets may be subject to operational change.,GB,"ADD International supports disabled people in Africa and Asia to challenge disability discrimination.   This is achieved through:

1) ADD country programmes providing technical and financial support to disabled people's organizations; and

2) ADD UK providing financial support to strategic partner organizations.",Not yet developed,0,"ADD International is a small INGO with limited resources.  Information beyond the minimum IATI requirement that is readily available from the organization's systems will be published, subject to the exclusions above.  Data that can only be produced by increased resources will not be published, as this will merely add to the organization's overheads and divert funds away from our target beneficiaries.",21, ADD programmes are coterminous with the countries/regions they serve. ,other-at,active,0
orbis_uk,Orbis Charitable Trust,n/a,quarterly,https://www.dropbox.com/s/senlpmtqrjanbj6/Orbis_UK_IATI_Implementation_Schedule_Dec_2017_Final.xlsx?dl=0,"We will not be providing a user interface on our website initially. However, we will link to our IATI data from our website.","We use all the fields required by DFID. We will publish our budget for programme expenditure one year ahead due to the organisation's financial process, which decides budget allocation annually. ","Programme Support Team,
Orbis UK
6th Floor
10 Lower Thames Street
EC3R 6AF",http://gbr.orbis.org/page/-/site/img/logo-orbis.svg,0,GB-CHC-1061352,"Initially, we will only be publishing on the project level.",n/a,Financial data will be verified by headquarters' finance staff prior to publication. Other information will be reviewed by headquarters' programme staff prior to publication.,GB,"Orbis is an international sight-saving charity. Through innovative programmes and partnerships, Orbis creates long-term, lasting solutions to prevent and treat blindness worldwide. By training medical staff, strengthening in-country eye care services, expanding quality eye care provision and preventing eye conditions, Orbis is part of the solution.",n/a,0,n/a,21,Information for two projects will be published in separate files. ,cc-by,active,Data will be updated quarterly one month in arrears.
ocha_fts,United Nations OCHA Financial Tracking Service (UN OCHA FTS),"The IATI output from the FTS is via its webservice, and will always contain the latest data from its database.",not_specified,0,"The IATI will be provided through a URL (vai the FTS webservice).  The same information is already available in FTS via different methods, and so a customised IATI interface will not be included.","The performance of activities is not recorded in FTS, and is thus not available in the published IATI output.",0,0,0,XM-OCHA-FTS,"In FTS, data about projects is only available within a Consolidated Appeal.  Within any given year, only certain countries have Consolidated Appeals, so activity data from FTS is limited when published in IATI.

When information about donor aid contributions can be linked to Consolidated Appeal projects, these are then published in IATI as transactions to these projects.  When donor aid contributions cannot be linked to a project, then the contribution is published as an activity with a single transaction element in IATI.",0,"FTS receives data from donor governments and recipient agencies, and also gathers (to the extent possible) information as possible on specific pledges carried in the media or donor web sites, or quoted in pledging conferences. FTS works under strictly defined procedures, which include considerable cross-checking and reconciliation of data from various sources.",CH,"The FTS is a global, real-time database which records all reported international hummanitarian aid(including that for NGOs and the Red Cross / Red Crescent Movement, bilateral aid, in-kind aid, and private donations). FTS features a special focus on consolidated and flash appeals, because they cover the major humanitarian crises and because their funding requirements are well defined - which allows FTS to indicate to what extent populations in crisis receive humanitarian aid in proportion to needs. FTS is managed by the UN Office for Coordination of Humanitarian Affairs (OCHA). All FTS data are provided by donors or recipient organisations.","Information about definitions of terms can be found on the FTS website http://fts.unocha.org/pageloader.aspx?page=AboutFTS-definitions

Information about the FTS webservice can be found on 
http://fts.unocha.org/api/Files/APIUserdocumentation.htm

",0,"Activities have been identified as the equivalent of appeal projects in FTS.  As such, activities will only have this data when an appeal is present within an emergency.  In the case where an emergency does not have an appeal, then activity information will be limited to only the equivalent contribution information the FTS has received.  Additionally, contributions marked as ""pledged"" within FTS will not be included in the IATI output.",40,"FTS IATI data is segmented by emergency, which typically is related to a specific country and calendar year.   This will show all contributions to the emergency, and in addition if an appeal is present, all the projects within the appeal too.  ",odc-odbl,active,"Data reported to the FTS is recorded on a daily basis, and is also automatically published daily."
gain,The Global Alliance for Improved Nutrition,"Every quarter - March, June, September, December",quarterly,0,http://d-portal.org/ctrack.html?publisher=30001&tongue=eng#view=publisher,0,"Syed Alam
",https://my.gainhealth.org/initiativesandteams/IPA/Comms/Communications%20Team%20Information/GAIN%20Logo/Medium%20logo%20JPG.jpg,0,30001,Projects and countries,0,Validated against the IATI Activity Schema (version 1.03),CH,"GAIN Switzerland
Rue de Vermont 37–39
CH-1202 Geneva, Switzerland",0,0,0,21,No,notspecified,active,3 months
ifangni,Commune de Ifangni - Bénin,0,not_specified,0,0,0,0,0,0,BJ-IFU-6201100143407,0,0,0,BJ,0,0,0,0,15,0,odc-by,active,0
cyan,Cyan International,0,quarterly,0,0,0,"Kat Wagner
kwagner@cyanint.org ",0,0,GB-CHC-1129603,Projects,0,0,GB,Head of Operations,0,0,0,21,0,notspecified,active,0
cbm,Christian Blind Mission (UK) Ltd.,0,quarterly,0,0,0,"7-8 Vision Building 
Oakington Business Park 
Cambridge
United Kingdom 
CB24 3DQ",0,0,GB-CHC-1058162,0,0,0,GB,0,0,0,0,21,0,odc-by,active,0
dc,Digital Campus,We expect our IATI data to be updated quarterly,not_specified,0,Our data will be available from our website at http://digital-campus.org,We intend to complete all the fields recommended in the standard,"Alex Little
21 North Drive
Winchester
SO22 6QA
UK
alex@digital-campus.org
http://digital-campus.org",0,0,GB-COH-07629751,Our activities will be defined by projects.,Our intention is to publish data on all of our activities.,"The data published will be as accurate as possible, though it may not be audited or verified.",GB,"Digital Campus is a not for profit company working to:

1) promote research, innovation and development of learning through technology, focussed on primary healthcare
2) support institutions in strategic planning and capacity building of technology enhanced learning
3) provide advice, training and support to institutions to improve their student learning experience
4) encourage and develop local staff and organisations to continue research, development and support of technology enhanced learning
",n/a,0,None,80,Our data will be published per country.,cc-by-sa,active,It is planned that our data will be published as soon as possible at the end of each quarter.
lost-lb,The Lebanese Organisation for Studies and Training,0,quarterly,0,0,0,"Lebanon, Baalbeck-Hermel Governorate, Baalbeck City, Ras Ein Street, Lakkis bldg., 1st, 2nd, 3rd, 4th and 5th floors",https://pbs.twimg.com/profile_images/1151557009/LOST-3D_400x400.png,0,LB-MOI-37/AD,0,0,0,LB,LOST founder and Director,www.lostlb.org,0,0,22,yes,odc-by,active,1 month
solidaridad-ssea,Solidaridad South & South-East Asia,"Occasionally, IATI datasets will be published in between quarters when significant amounts of data have been added or updated in Solidaridad Plaza. ",quarterly,0,"Initially, the Solidaridad IATI Activity Files will be published in the IATI .xml format only. Together with other IATI publishers Solidaridad will explore options and possibilities for developing and or joining the development of more comprehensive and user-friendly interfaces for online publishing.",n/a,"1st Floor, A-5, Shankar Garden, Main Najafgarh Road, Vikas Puri, New Delhi – 110018, India",http://www.solidaridadnetwork.org/sites/solidaridadnetwork.org/themes/solidaridad_network/logo.png,0,HK-CR-1494242,"Activities are defined as either a project or a (major) grant contract. Within the Solidaridad Network each project is funded by one or more grant contracts. Each project and each grant contract is owned by one of the nine Solidaridad Regional Expertise Centres (RECs). This REC is accountable for the project or grant contract and thus includes it in its IATI dataset. Incoming grant contracts are allocated to projects. Outgoing funds (expenditures) are always part of a project. Both grant contracts and projects, and all the interactions between and among them are published in the IATI datasets of the four Solidaridad publishers.  ",The Solidaridad IATI Activity Files currently only include those activities (projects and grant contracts) funded or co-funded by the Dutch Ministry of Foreign Affairs (MinBuZa/DGIS).,Internal review and approval flows apply to the data of each and every project and grant contract in Solidaridad's cloud-based information system called Solidaridad Plaza. Internal (financial) control and reporting at Solidaridad Network level are conducted on a quarterly basis and external audits of all nine Solidaridad Regional Expertise Centres on an annual basis. ,IN,"Solidaridad is an international civil society organization with more than 45 years of global experience in facilitating the development of socially responsible, ecologically sound and profitable supply chains. Solidaridad works across 13 supply chains and operates through 9 regional offices on 5 continents.

Ensuring quality of life and a healthy planet for all of us requires continuous effort and mutual cooperation from all parties involved. It also means creating products and processes along supply chains that will help us transition towards a fully inclusive, sustainable economy.

There are many values, interests and agendas at play in this transition. And sometimes they conflict. Yet our experience has shown that by connecting, partnering and collaborating with all players, it is possible to reconcile social and ecological responsibilities with supply chain and market realities.

To do that, Solidaridad pioneers innovative certification schemes, establishes producer education programmes, supports good business practices, shapes national and international policy, creates new market linkages, builds knowledge-based commodity solutions and more.

Investing in structural change – like safeguarding food security, strengthening acceptable labour conditions and a living wage, creating infrastructures for responsible mining, and facilitating access to investment – is the only way to sustain positive impact on the health and livelihoods of people and the planet not just for today, but well into the future.",n/a,0,0,21,"No, the IATI data are not segmented by country or region. There are four separate Solidaridad IATI publishers.",cc-by,active,"The Solidaridad Network works with a live cloud-based (Salesforce.com) network-wide information system called Solidaridad Plaza. In Solidaridad Plaza all nine Regional Expertise Centres (REC) of the Solidaridad Network plan, manage, and monitor their sustainable development programmes, both financially and programmatically. On a quarterly basis, the IATI datasets are gleaned from the live Solidaridad Plaza database for each of the nine RECs and published to the IATI website. While the data on Solidaridad Plaza is live, internal (financial) control and reporting at Solidaridad Network level are conducted on a quarterly basis. Thus, toward the end of each quarter, each REC ensures their data in Solidaridad Plaza are up to date and reports to the Solidaridad Network Secretariat as well as to the other RECs. This is also when the IATI datasets are published. "
leedsuni,University of Leeds,0,not_specified,0,0,0,"University of Leeds,
Leeds,
LS2 9JT,
UK ",0,0,GB-COH-RC000658,0,0,0,GB,0,0,0,0,80,0,notspecified,active,0
progressio,Progressio,Quarterly,0,0,To be in place later,To be decided,"Belisario Nieto
Progressio
Units 10 & 11
The Stableyard
Broomgrove Road
Stockwell Green
London
SW9 9TL",http://www.aidstream.org/uploads/image/PRO_logo_black.png,0,GB-CHC-294329,"Programmes
Projects
Individual partnerships
Progressio will publish projects",To be decided,Financial information has been audited for 2010-2011,GB,"Progressio is a UK-based charity working internationally to enable people in developing countries 
to challenge and change the situations that keep them poor. We currently work in 11 countries 
and have a long history of working in fragile, post-conflict and authoritarian states. We have an 
independent sister organisation, Progressio Ireland, based in Dublin.",To be decided,0,To be decided,21,Per country,other-at,active,Within a calendar month.
nned,Northern Network for Education Development,0,quarterly,Quarterly reports,0,0,"P.O.Box 521E/R, Tamale.
Office Location: Kanvilli-Tuunayili, Adjacent Reach Chapel International, Tamale ",0,0,GH-DSW-2000,0,0,0,GH,"NNED is a membership based Civil Society Organization that advocates for improved, accessible and inclusive quality basic education for all Children of School going age in the three regions of Northern Ghana. ",0,0,0,22,0,pddl,active,Quarterly 
actec,Association for Cultural Technical and Educational Cooperation (ACTEC),0,not_specified,0,0,0,0,0,0,BE-BCE_KBO-0424198222,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
internationalrefugeetrust,International Refugee Trust,0,quarterly,0,0,0,"11 Heathfield Terrace
London
W4 4JE

Telephone: +44(0)20 8994 9120
Email: info@irt.org.uk",0,0,GB-CHC-802450,Projects and programmes,0,0,GB,"Vision
A world where all people live peacefully in the place they call home, with the skills, opportunities and confidence to sustain themselves and progress socially and economically. 

Mission
We support community based organisations in developing countries working in partnership with marginalised refugees, IDPs, returnees and those at risk of displacement. Together we aim to achieve social and economic development, building resilient and peaceful communities.

Goal
Sustainable improvement in the social and economic conditions of marginalised communities of refugees, IDPs, returnees and those at risk of displacement.

This will be achieved through:
* The provision of resources and capacity-building support to community based 	organisations to facilitate the empowerment of people who have suffered 	displacement or at risk of displacement
* Enabling partners to assess effectively  the impact of projects
* The promotion of the sharing of experience and expertise between local 	partners",0,0,0,21,0,notspecified,active,Within four weeks
diltuk,Developments In Literacy Trust UK,0,0,0,0,0,0,0,0,GB-CHC-1122924,0,0,0,GB,0,0,0,0,21,0,odc-odbl,active,0
hiuk,Handicap International UK,0,not_specified,0,0,0,0,0,0,GB-CHC-1082565,Federal structure - HQ in France,0,0,GB,0,0,0,0,80,0,notspecified,active,0
ehpea,Ethiopian Horticulture Producer Exporters Association (EHPEA),every six months,six_monthly,0,0,0,"Ethiopian Horticulture Producer Exporters Association
Micky Leayland Avenue, NB business center Bldg. 6th floor
P.obox 22241/1000
Addis Ababa 
Ethiopia",0,0,ET-MOT-020/4/007,0,0,0,ET,0,0,0,0,22,0,odc-by,active,0
somo,Stichting Onderzoek Multinationale Ondernemingen (SOMO),0,quarterly,0,Yes,0,"Centre for Research on Multinational Corporations (SOMO)
Sarphatistraat 30
1018 GL Amsterdam
Netherlands
Tel: +31 (0)20 639 12 91 (9 AM - 5 PM CET)
Fax: +31 (0)20 639 13 21
Mail: info@somo.nl",http://somo.nl/over-somo/organisatie/huisstijl/somo-logo-gif/image,0,NL-KVK-41223308,0,0,0,NL,"SOMO is an independent, not-for-profit research and network organisation working on social, ecological and economic issues related to sustainable development. Since 1973, the organisation investigates multinational corporations and the consequences of their activities for people and the environment around the world. ",0,0,0,80,0,cc-by-sa,active,0
cavwoc,the center for victimized women and children,0,not_specified,0,0,0,0,0,0,MW-CNM-C057/1998,0,0,0,MW,0,0,0,0,22,0,notspecified,active,0
parakou,Commune de Parakou - Bénin,0,not_specified,0,0,0,0,0,0,BJ-IFU-6201000068802,0,0,0,BJ,0,0,0,0,15,0,odc-by,active,0
ictj,International Center for Transitional Justice,0,quarterly,0,0,0,"International Center for Transitional Justice
50 Broadway, Floor 23
New York, NY 10004
United States",http://tophumanrights.com/wp-content/uploads/2018/03/Justice-and-Peace.jpg,0,US-EIN-11-3580024,0,0,0,US,"ICTJ was created in 2001 to help societies design and implement transitional justice approaches when dealing with the legacy of massive human rights abuses and pursuing the search of sustainable peace. We work across society and borders to challenge the causes and address the consequences of massive human rights violations. We affirm victims’ dignity, fight impunity, and promote responsive institutions to lay the foundations for peace, justice and inclusion. 

Throughout its 17-year history, ICTJ provided intense advice assistance to support truth seeking processes, including truth commissions in Timor-Leste, Peru, and Sierra Leone; provided time-critical support to criminal justice efforts in Guatemala and Argentina; led efforts to ensure victims played a role in policy deliberations in Uganda, Morocco, and Iraq; and devised a massive mapping exercises of human rights violations in Afghanistan, Democratic Republic of Congo, and Lebanon. More recently, ICTJ made vital contributions to the Colombian peace process, working to introduce an integrated transitional justice approach to key stakeholders that is reflected in the peace accords. ICTJ continues to play a trusted role in implementing the accords. In Tunisia, ICTJ supported the national consultation process, the drafting of the transitional justice law, and the establishment and capacity of the Truth and Dignity Commission. ICTJ’s work alongside activists in northern Uganda to help end stigma against children born of wartime rape and their mothers has resulted in a significant shift in attitudes in communities and pledges of support from international donors.

As an organization that simultaneously works directly in the field, conducts research, and informs thinking at the global policy level, we leverage our experience working in over 50 countries to articulate lessons learned, identify emerging patterns and develop innovative approaches. ",0,0,0,21,0,notspecified,active,0
spark,SPARK,0,0,0,0,0,"SPARK
De Ruyterkade 107 - II
1011 AB Amsterdam
Phone: +31 20 7530311
Fax: +31 20 7530376
Email: spark@spark-online.org
 ",0,0,NL-KVK-41213450,0,0,0,NL,SPARK develops higher education and entrepreneurship so that young ambitious people are empowered to lead their post-conflict societies into prosperity. It does so by building the capacity of local economic and educational organisations and institutions.,0,0,0,21,0,notspecified,active,0
wedo,Women's Environment & Development Organization,0,quarterly,0,0,0,"9 East 37th Street, 5th Floor
New York, NY  10016",http://wedo.org/wp-content/uploads/2017/02/Copy-of-WEDO_logoNEW.png,0,US-EIN-52-1238773,0,0,0,US,0,0,0,0,21,0,other-nc,active,0
uhai-eashri,UHAI EASHRI,0,not_specified,0,0,0,0,0,0,KE-RCO-201036685,0,0,0,KE,0,0,0,0,60,0,notspecified,active,0
nethopeinc,"NetHope, Inc.",0,not_specified,0,0,0,"10615 Judicial Drive
Suite #402
Fairfax, VA 22030
USA",0,0,US-EIN-20-1782011,0,0,0,US,0,0,0,0,21,0,cc-by,active,0
lwr,Lutheran World Relief,0,not_specified,0,0,0,"700 Light Street
Baltimore, Maryland 21230 USA
",0,0,US-EIN-132574963,0,0,0,US,"Affirming God’s love for all people, we work with Lutherans and partners around the world to end poverty, injustice and human suffering. LWR works in development and humanitarian programming with a focus on agriculture, climate change and emergency response.",0,0,0,21,0,cc-by-sa,active,0
fact,Family Aids Caring Trust,0,annually,0,New user interface,Information about OVCs to protect them from abuse.,"2 Aerodrome Road
Mutare
+263 020 66015/ 61648",http://www.fact.org.zw,0,ZW-PVO-WO1789,Project which will be reported as Programmes and Finance,Ethical consideration for the vulnerable groups that the project targets.  This is just to ensure that the publications do not harm them.,Verified,ZW,Strengthening access to SRH and HIV information and services among young people aged 10-24 years in five districts of two provinces in Zimbabwe. ,0,0,0,22,The data will be for  programmes will be reported as programmes data and financial data seperately. ,odc-pddl,active,"Annually ,1 month in arrears"
cepr,Centre for Economic Policy Research,0,not_specified,0,0,0,pedl@cepr.org,0,0,GB-CHC-287287,0,"Many of the disbursements are made to individual researchers, therefore, for these transactions, the amounts have been provided but all data has remained anonymous. ",0,GB,"The Centre for Economic Policy Research (CEPR) was founded in 1983 to enhance the quality of economic policy-making within Europe and beyond, by fostering high quality, policy-relevant economic research, and disseminating it widely to decision-makers in the public and private sectors. Drawing together the expertise of its Research Fellows and Affiliates, CEPR initiates, funds and coordinates research activities and communicates the results quickly and effectively to decision makers around the world. The Centre is an independent, non-profit organization and takes no institutional policy positions.",0,0,0,22,0,cc-by,active,0
